uti,reported_notional,reported_counterparty
UTI000842920G16IA7EYY5E3SBXR9VL,3031569.45,Client_414
UTI00000570UYR7VHTCLR452E52DY73,8512333.09,Client_236
UTI00120342225QI1KTMO58J2V9N5K4,8279023.16,Client_162
UTI00131481V4F544ODPJIX7SB56E53,743558.02,Client_279
UTI00120544NHT6QAQS4U2HE5JNZNT0,6739912.36,Wrong_Client_158
UTI0012605602AUXURDGDHTOPFHGBW2,1471623.47,Client_320
UTI001466322IXJOHO49H5GP233BK78,3371654.41,Client_446
UTI00006104E0WQNJBBYXYGU15QQAP9,7887403.26,Client_207
UTI00085049FAW2CK7LB8P26XG29DCQ,1783718.68,Client_210
UTI00078802FYRKTQAAPAXO4K0W7T5P,8145913.69,Client_418
UTI00051843UO25O3OZ5I10YQ4W5YXO,6341680.33,Client_346
UTI000015007AE3LUT7LA6FRBG7YI44,8511416.08,Client_489
UTI001199578J4RO8PO7GS3W9P13XDC,4269924.05,Client_316
UTI00086533JXYLO1FUADV6GNGV8GAE,9343022.44,Client_235
UTI00110880SPTB35BPZ3LPTN4CYKTH,2032840.03,Client_394
UTI00062095UDHV7ZEWDOJVUO3SDKD3,1822762.35,Client_46
UTI00072281KCXS54D2FOYVXOW32ZKR,5636401.8,Client_135
UTI00133329BLN5O1MZYDP15Q747ARX,186704.5,Client_264
UTI00083566B4RGLBTQDO3NSRZ0UXJF,614964.12,Client_337
UTI00091013ZO5V3IZ3PS2U1TRB91GN,6601936.56,Client_33
UTI001411265R43Z45IRHV26NQG3C8T,8309816.75,Client_454
UTI000640389PG1FVM34ZZBYI6OJCFN,3928346.05,Client_222
UTI00020851XQE1CAPP29C9IOH2VPJL,9263661.87,Client_271
UTI0003345634R3D6IR5K5NPADVVKUG,4496459.33,Client_409
UTI00098079NC62FK7WHEXNZWNBVJ93,7189500.35,Client_217
UTI00113139HTPNYR0SBY468366JXX8,8276126.01,Client_189
UTI00061674Z9SS6K9TX9SBD5FCBYWQ,4542709.84,Client_215
UTI0007039016MT0X755QWM3VQSEEH8,260179.17,Client_394
UTI00132107BS43KMEEJF8UEDX7KD0P,8858137.99,Client_286
UTI00121532ABJ8NZHMBGYIX1YA312C,650820.36,Client_485
UTI00128527OAYWINMXM5O18JESIH56,8801279.84,Client_162
UTI00131784VWKUDVCEAOUM36L7PL60,8506408.53,Client_462
UTI00109364F98XCCM51PBT5AJP69MH,6721632.04,Client_206
UTI00068339YAW1JRSV6VVSM4FLMYWD,1708203.67,Client_137
UTI00119416AEH5EDNMKQ0HOE17UDK5,2861675.64,Client_121
UTI00020336JYRQS7OH9KVUKBJQ0Q4O,8054462.78,Client_53
UTI00132102VI4XOE6J5EPY76R1EUJM,7273938.75,Client_23
UTI00121596NFQ8J4RPQZIK8SHFSKG0,3076058.85,Client_298
UTI000418850891WT1V6L9EA5UD5GDY,1655832.61,Client_373
UTI00012851CTNQQJERQZ1WGIQJPLVE,9137213.06,Client_363
UTI001339222TYF2LGKEPB5X2Z35CJ0,3526585.34,Client_16
UTI00019759FUVP08NZ9T8ADR8DSE45,4512963.1,Client_294
UTI001247117WFHE25DCN2PY9RXFQRU,3187568.47,Client_327
UTI00054222Z5PFP6WX59XHIZH3M2VE,3617584.52,Client_236
UTI001060233SDCMNLMF6ZIZWPLJLAQ,1683295.24,Client_405
UTI00029403POBYTPLQ9P8Q5GOV6LAG,5096312.49,Client_470
UTI000755535L9TLFR0CIJGVNXACA4U,5232101.22,Client_353
UTI00072404TF8FEGQ611KU4P0PZWMS,6852194.41,Client_271
UTI00036868TWTRC0LBAQO9VGUKATVG,6176241.24,Client_470
UTI00107489VHWSU12V9QD07OEDN9MN,5119689.77,Client_426
UTI00054864ZAX5U7MIV4I47A1AVLKC,4414754.6,Client_287
UTI00142464EZRTTLJ7QR6X0IFO93DD,9447848.95,Client_358
UTI00072429LKVXQQ6WVHEW9X0E0RMD,9416102.41,Client_300
UTI000852228X3XNK63DA56EG1R3O11,8209946.73,Client_21
UTI001007972QHLB7RIC4YP9P6EA6FF,4779282.79,Client_372
UTI001155927QGJVDE8OSAMY42UV606,6171951.89,Client_126
UTI00056835H029F2NMS00WH46ESYB3,6328904.86,Client_339
UTI0007709762099893CM66D8DQ4IA8,6150029.78,Client_424
UTI00009980JX7ZR8JQYV4HSF9JJ1X6,5155111.1,Client_386
UTI00141284MAK95DIS8R75YDMPTSQD,150626.81,Client_106
UTI00097128CMU8AG5ATQ2OEPRYUDNE,1689730.68,Client_245
UTI00141866JQY39BGZC3LQNHMQD63R,7927341.93,Client_286
UTI00135124W8TQ8BHB0O2QLN6FMJ8X,4938623.86,Client_271
UTI00131277I8FFBHGHS0NXGGNZJOP7,4917880.7,Client_412
UTI00086742HZA1MY8H5IUSQCI277PW,1000000.0,Client_126
UTI0004650870FRF9CKX56SAVEMKSOL,3586732.83,Client_342
UTI00111774EYQ5HDJC5DDERUGARA1Z,5629759.62,Client_2
UTI00094161TUL50BO2NA86JJ2VONF4,8786772.98,Client_247
UTI000946137LJN1ATV2TB6LZP34AU5,852556.6,Wrong_Client_286
UTI00000132WT9NM3V2P2TIXC7URVQT,8172165.56,Client_112
UTI00050626WU3UEKG8LCOVRU2LPXKW,5121589.55,Client_285
UTI0006222426BTXJHV86ASQFVCW63G,9988425.57,Unknown_Client
UTI00029150BVN7M5WDQCB18E6UVCY6,3359981.94,Client_141
UTI00077641YSDZ0SOKEYWGF44SWJJV,1081782.22,Client_420
UTI00136353JJRQP7UR9RK5U9HQA5K6,2559750.47,Client_167
UTI00005684IKLGSSFR6YW0BECRUU0U,7911629.45,Client_310
UTI00008891ZBEG3S3RXVNRX38IBI2S,6767054.14,Client_266
UTI001110869OP9TVGWVP8Z6T07YOU3,7022384.1,Client_229
UTI00123977G5MENOOGQEYIRRRD4SS7,3555072.55,Client_210
UTI00071940N1ANWN04W8JTW8TUB938,8652319.53,Client_337
UTI00049376YYARN21QWSF6IXMLS818,6504419.19,Client_199
UTI0003375043M4XF3C0WE5H4RRTSTM,954648.67,Client_230
UTI00113084SPTF05D2E7Z4SUKV5ROD,9173031.73,Client_265
UTI00052904R2VXKFQN3I2LKOP2FNMA,9101885.75,Client_339
UTI00044139K8VA2QL60DTEKJLG5VS7,626478.25,Client_258
UTI00057453AX3W4USJS6FHJ29R8EOZ,245647.06,Wrong_Client_76
UTI00048325JY3DRJ77ZKDMX0GSMUAA,576728.51,Client_469
UTI00021735LC21DCORY07I1E8XD6F2,3419337.96,Unknown_Client
UTI00048331U3APRJGXXEECPONYBBO9,7085261.19,Client_253
UTI00129343VUU67O4NN2MFU728DXHG,366292.04,Client_4
UTI000380178NHYFKLNUW2N466FDZN4,8617234.31,Client_375
UTI000782606AY8TNQKLZ4IGDFOHQWZ,8477194.85,Client_455
UTI00035904NVNEEBZEY69WO3XNG8BW,7240190.69,Client_426
UTI00054449F514JFNSHPNRHV892XXD,1000000.0,Client_216
UTI00014757MIX20RTPMSM7CPPZ3JQX,9257420.36,Client_383
UTI000199974K4GUMATS5BW3UREZ2UJ,6138134.28,Client_490
UTI000583420VIEET8T75XCPAIXR7AA,9278095.3,Client_352
UTI00048065JUMHGKLSER40R7W3ENPM,4485686.84,Client_387
UTI00122861XGD8LL8O4IZ2X87INS9P,2342839.84,Client_206
UTI00090030U7GEB74PL0FLVIPIQPJW,2345583.44,Client_30
UTI001307820M0GNLB4GUDKUV0SBIJ2,4293952.14,Client_114
UTI000270406T2YG9I7VTOZA5GAKBLQ,6056780.49,Client_430
UTI00146384957AHA73IWTH0JYOQD67,7182714.99,Client_103
UTI00140253EWVCP86OPBN2HFG6033E,5529264.82,Client_381
UTI00108497AFSOTTMO7Q3U9I4CDUV7,2595435.55,Client_347
UTI00049745CU6E5MZ42UL10VCZ993T,3007474.95,Client_95
UTI001269177CJ4PHQXVC9FLFHZAGQ4,4036064.26,Unknown_Client
UTI00084904E5GTGY6NP8QAV8CXSDP2,477480.53,Client_261
UTI00049816R6JM7ITTAXJSH68HNUJM,1587795.51,Client_335
UTI00135819Q5K9VYTDCAK4Y983N8YD,5454129.76,Client_379
UTI00020965FPF8LOXNTM1UPF31I9V2,7554722.62,Client_500
UTI00031020TYTXVM85H8O4MVO43QVE,2267728.59,Client_185
UTI00073322ZG6DUELF08NGEHQO0ZG7,1000000.0,Wrong_Client_394
UTI00123042IM91KIUDV1A78223OHNO,9568201.74,Client_469
UTI00071448BW0S6931U5RS268TS9J7,2102748.91,Client_348
UTI00077479IRZOZXYLEVOY69GAFIS8,8052318.94,Client_413
UTI00058323DTTEOYX6LYHDHTCOTXU0,3922624.85,Client_149
UTI001422912HOVV42G7AB63A3T2UI5,1000000.0,Client_87
UTI00132037FHLU9IIZCU5YGUPQL6O0,469093.21,Client_49
UTI00117943LSTAWW2BVVQLOE83RJAB,3295890.53,Client_105
UTI00101817V312PTCQI08UYKUZY3F9,2045492.18,Client_29
UTI00140666YHTEZ7N7OASXLFJ1K8DZ,4840068.2,Client_201
UTI00070680D787KXITN1T5NHVZU591,729895.87,Client_111
UTI00100959XM2PDWD8JLTNQGKNFJZ7,9491609.02,Client_37
UTI0007710707MLYGW69M282R20DIFN,4287760.99,Client_196
UTI001421214VXM3GQ8JV9PCCK0REN3,7161160.64,Client_226
UTI00062061TL2YYFPKVSWP6ZQLU92X,5622703.09,Unknown_Client
UTI001079684AN2NAFZY5P9E1WR15D0,2702631.5,Client_482
UTI00123018M6EQOMM6VFI09E6V2YY6,4019664.46,Client_282
UTI00009160QAL4NF134ET71SXZXV5L,5260100.26,Client_402
UTI00129290X7VKV4N45XPP05L5TATM,6028302.03,Client_344
UTI001466916LJPUNUJCFNA8LQYXCM4,8145014.64,Client_412
UTI00133189BHKDNN21JDBCVPDY4AG3,1859563.44,Client_53
UTI00013537THOALXRGQPZSR65JEHFM,6154902.17,Client_171
UTI00037515PMZF15JB7B2LJYA8UAI8,1049399.44,Unknown_Client
UTI001232845BHR4ICV7U6F4F2TQMWW,3812386.77,Client_126
UTI000038724QJPUPEHT3DG3DP3F5QS,1261179.94,Unknown_Client
UTI00083846GBVNQJK8ADM0JFUD0DE7,7915296.12,Client_354
UTI000704944WLYLFM52LXO1RP9JGDL,814575.54,Client_32
UTI00149206K45HWWZOC9VEKKOVG6TO,7364470.9,Client_236
UTI001116783J1DR4ZZL0LO13PPJX7T,5984418.9,Unknown_Client
UTI00140718CDRINTNRNAN7JS42MTIQ,918810.21,Client_252
UTI00069070KFQTK39K7CSJQBVX7J6C,159954.35,Client_134
UTI000553265IND6LPIGWS2B686GZTM,6668733.81,Client_169
UTI00044401XL2W2M918KR7HB5RF6E5,5266237.48,Client_322
UTI00021374YTCDN2BL7CBLXNQOVQ8Q,6184410.58,Client_214
UTI00058305LFCZPXTTO6TQDFJGTWKI,5217293.31,Client_215
UTI001488824ND7QW3CM6ZA99LQ4HRG,9794899.72,Client_12
UTI00082699FO2HXYAE5NX5R4H4LEPU,1795553.74,Client_143
UTI000162569X3S01CK0E0E9UW01MN0,487554.88,Client_52
UTI00007391T3N8L85NBKSSHEUIC2H9,1000000.0,Client_204
UTI00040480HZBIKRHX0T8RVONBF2ZP,945092.21,Client_13
UTI000629930Q5NB7AGSJMT4C877FEO,1000000.0,Client_492
UTI00047015882VTIDMVDUQS8J2G1R6,244751.85,Client_487
UTI00103625BXLYY7XZJK1KDWCPEJQA,9383432.44,Client_237
UTI00057059FMOT289GZZ6YN4AG872J,8462076.48,Client_233
UTI00040934BXDXRNHMQEEUHPU86LN9,1663476.9,Client_279
UTI001466853Z7RN8MMTW0BHTR62B7K,9566430.9,Client_162
UTI00038745Y1R1VFZMHX8LMT2T93ZC,2125590.09,Client_334
UTI00131037XPTN6XOUB86JIMVTR4KB,4278330.93,Client_46
UTI00008611L4BEULCZO49GIVO38OJJ,5174773.59,Client_162
UTI0005384894Q47F0A87RQ16A8TZF1,7556355.77,Client_265
UTI00015214T2BDP00NXFFBSRZBTU96,1399859.71,Client_470
UTI00138356XHG35MEW8Q4UU032P2O3,5505861.96,Client_477
UTI001489482PPDB401D2F5CR71RFJA,8557738.21,Client_28
UTI00085796IZZ6ROZZA91VOX442W0R,820915.49,Client_80
UTI00008468BJO71TTD0LLS5N9CMVVZ,4258059.14,Client_456
UTI0013488772FPZNAS2EUBG1KQOS0S,592154.86,Client_195
UTI00122288FAL72XPI4AW7PS5OXP7R,756480.28,Client_441
UTI00102098JHSZYGWZV6BPJYBDLF9J,4881792.91,Client_256
UTI00102391UK107VP50SG1MT3OTUR7,6685543.17,Client_286
UTI000731886PDRX06BPHVOWKB9CTH2,4614818.59,Client_68
UTI00149155R9JJAC12DDMD2O9YU8G4,1260828.28,Client_414
UTI00139746NO8AF3IMYME2WZG1IYSP,5870461.67,Client_273
UTI00060813K02GH6SA77YHYSFS78XB,5205023.73,Client_112
UTI00031731H9H68AAGJRB611KE6OY9,5303899.01,Client_190
UTI00149004L2GKHLBIKF68KXAH1MHU,9534079.2,Client_391
UTI00037257IEQJ9WLQ0J4R00MLIF5B,6482376.36,Client_458
UTI00094274L6JSWLM9L05EHVSDVZOB,2788361.13,Client_11
UTI00116114148X86IWMF6GHENIE0EJ,8581533.78,Client_73
UTI001470531ZKWLXFIZ41POZNC608X,1075030.0,Client_319
UTI000188805SZH4MLELGCFC6GLH4JI,9763029.01,Client_307
UTI0001273510OORY3CIX0YNG5EPCWC,3027900.37,Client_145
UTI000045362VY0V4OWS27PV0CV28GN,5162162.3,Client_94
UTI00040411PBXXVQ3V4LEI8N3PEWS7,7657633.19,Client_401
UTI00146209C4624E1HWQT3W2ABGO10,9854716.63,Client_431
UTI00114164XSKAR9K8KTO3ZX7VT7NN,4268529.25,Client_446
UTI00105887FYKQOS8BP2RMC0OLNM63,7684005.72,Client_450
UTI00110167G8962QSM15LHED6Q4HJ3,5767200.49,Wrong_Client_471
UTI00090208NNRN7XL0OU0CCW5QEERN,3045083.42,Client_213
UTI00138900ZEE5NKEC1YPY9GG2HSIN,8196100.56,Client_85
UTI00067140WT7ZMD28CJPHY8IC35A2,3015042.15,Client_308
UTI00110058I66EDR09NNJ8R1OJ5NII,948255.6,Client_369
UTI001329112N0KCHXJAG50O1EHJXIJ,8542215.11,Client_162
UTI00107236WV021BETMG1UKDB0ZJSK,3985439.04,Client_406
UTI00125542WQAHO6580UUF3O4I5U0Y,520530.67,Client_14
UTI000755359I9LY4DJNL9FT5DOBDQR,5912173.4,Client_485
UTI000771969PT575O40RZ9NZXSXKHI,9134442.99,Client_418
UTI00000270K7YSWNXFSHWZSJQ77Z4E,3317040.95,Client_235
UTI00073511XXFIQ3ATD67S8P8HSIL2,285441.87,Client_43
UTI000304634ECJTMPI2ZDWVCSFKM4O,890704.18,Client_471
UTI00011089GX93QGQHKYV7186BM60V,9836540.59,Client_11
UTI00013757BKK6S6VFDV20D4BM1CTJ,8681466.47,Client_428
UTI00092732QC6G1DPCYBV0V3K0VJD6,5753606.5,Client_329
UTI000910669Y623V4EB31RKG555PID,7570146.65,Client_225
UTI00042170SZW6GB2C9ZWT7M4P8JES,3827514.77,Wrong_Client_491
UTI000245902MFWYN0KBVDT6OCVT88C,5838433.87,Client_333
UTI00087415PM12Z7PSGO3LD0JX1PC2,7025928.48,Client_123
UTI00029174JNBBANP9R747UA7IEMGD,1000000.0,Client_456
UTI001260954UO3JAH5S3SHT0G828CF,9882038.59,Client_189
UTI000947219X62WZ08XD81SZ5NLMHU,1023037.69,Client_396
UTI001278013XSP4LQFMU3OC5ESUE06,9338811.68,Client_357
UTI001182478OPRIBPVF5FLBF8ZAT8H,792043.9,Client_398
UTI00108001D9JBJ8C8PCTUA01ZYS9U,5937203.95,Client_305
UTI00133729AKKXZCXYBJ84R58H2CUG,8609632.37,Client_471
UTI00133679JI7G42B5HUCA7VYPJV0T,186698.45,Client_27
UTI00041832IOCMNUI74SH30OC16VWR,4466735.59,Client_75
UTI00010752WOGORPT7B0JOMDG1K1GK,1355063.51,Client_126
UTI001223251IODABPG4UM5CUHLEYTL,2386740.43,Client_412
UTI00109804M4B4OUCXCTXPQ4LEVVJ8,6552230.47,Client_278
UTI00033191S43SSJPUULWJRMB2XZ1C,714771.2,Client_115
UTI00060944KPD39R5KODJAUGRICVV5,9057271.39,Client_247
UTI00069518X5RC721NRDGAEXUU3NAI,1861570.99,Client_309
UTI00128529ZVPXJSJLPIZ4I8RMZKT2,2016508.6,Client_57
UTI00063306S2HTVYQNPDLFN6JFLK68,8199697.84,Client_349
UTI00132338XC8KEX165JQ4DW4WMVCR,3767106.8,Client_450
UTI0011827346BH6RUQMPG87ZUNU283,3284181.93,Client_212
UTI00032898WJZ7J7K3RULG67ZRIAQV,6127343.35,Client_97
UTI00124102ONNIJGSO0SNNMXHL5RDR,8933351.18,Client_465
UTI0012857868V3R0B76RCTGTVUDWJZ,1323653.08,Client_38
UTI00082639O9ZEQ0WP1521E6PXTV2E,6269229.13,Client_434
UTI00137934KTG29N2E7GFADQVSPIG1,4163841.84,Client_116
UTI00048204CHWAWWMQ0WASQ8Y5X0II,9575116.78,Client_353
UTI00024649QZTX764E7V3OZ7ZTHW2K,8858708.94,Unknown_Client
UTI0001532836PUHKG0DF3SBIPLYX8V,2171334.43,Unknown_Client
UTI00147502IZMLLRAH0VXSZEROO9C8,3552280.3,Client_360
UTI00134435217WY3X9V8SXIWF3JE8B,7481578.99,Client_303
UTI00091618H9B23GFPCQRQ5MD73A9P,3251139.43,Client_265
UTI00124896DSOXO2L3JG8FPKSEC0N8,3387528.81,Client_109
UTI00093286JPLFQZVBZDCTQUA802W6,9354417.41,Client_252
UTI00083423YWOTLUE5L13VWMMS70QW,3073742.88,Client_219
UTI00145754T44OI08F92VTOIEIVGMB,3055630.04,Client_92
UTI000216390K5UQDBBSI0U5CLJ66W6,4342383.06,Client_398
UTI00140029NOS6O819XTQ5V8SS4QSR,5561554.17,Client_342
UTI00077663RBG2Y4WFIJOQWKIXAS07,5066719.5,Client_166
UTI00015664QGDJCI33OCRURPTCN9X9,101887.3,Client_332
UTI00067941O72FU4SYBF3I7TSKHVBQ,7207230.59,Client_203
UTI00066071H5CTMJ6KGFHATRYPYI86,9223727.48,Client_187
UTI00022808HQPKAKS8ZEA3ALMZ1RX9,5505233.31,Client_216
UTI00087190B2RVICWMIXF4B2JRODDN,484632.54,Client_79
UTI00064634PVB3QV61KFFXMUYDIY78,1000000.0,Client_34
UTI00138307JXH61TBMXM135PUP3X96,5424393.3,Client_329
UTI00037224VKS8YFZ4QVX873UBG59Z,1000000.0,Client_24
UTI00127345ZWND0GWKNQQDNSJHTZPI,6199082.98,Client_77
UTI00135973YLSSCM0LHKG528HQ1HQY,74335.98,Client_344
UTI00063122R92MWREU55T4FCDVCQSE,117595.14,Client_218
UTI00023023OI2T2IOVGLDAJRDDFZ1L,73860.22,Client_237
UTI000606824VNYIFEWS1QW7KDJR7EN,5390091.36,Client_154
UTI0003112860XS8J19VO4W3ZC73MD1,2466378.3,Unknown_Client
UTI001252030D0O94CT3Z1UWH0YG6TH,1820428.57,Client_340
UTI00106154MFAJTW5WY8JAK9CZ126N,8063379.35,Client_110
UTI00007047E2W63TE8610XWUNFJX3S,1249949.64,Client_202
UTI00090935SDJG7XCAQUZ4LEYRQLWE,6188588.84,Client_116
UTI00001872X8X2NQJU6IKKGEFG337A,8135988.51,Client_202
UTI00074330BBZFEU3LYIG4IESYASIZ,2463599.29,Client_380
UTI00038293TLOTID51N69UVV7VTB28,6809512.86,Wrong_Client_425
UTI00103888NIR7UKQ0NRNT4Z9A6UPE,3359540.63,Client_247
UTI0001078079US1CHL5R0C5OSWGIHE,2885590.4,Client_118
UTI00078459Y2CFSN82WWUC9ZOL6AV2,4421983.67,Client_80
UTI00046937DR6UJNC1DKBFCLJL2HQ5,8797168.44,Client_474
UTI00047203ECIT91O92PWFKCHS94ZU,9980155.16,Client_471
UTI000514130KZQDNKOJH43ZX4HAMXX,8923572.74,Client_26
UTI00055445DDIYUNOB0QC2WTUX8YTK,4787030.88,Client_47
UTI00033620KMM4XY0OAFWKVIX5FPZD,1236747.58,Client_149
UTI00148255AC6V8IM6N0BL2YQ0PVVW,6013225.0,Client_483
UTI00148241WCQT5OE88C2NKHP6O9CE,1457395.67,Client_181
UTI00106821YR2XJ7BTBY0D7MRZQOPQ,9903333.72,Client_362
UTI00060775W3DSWNAYWLXXMACOQA1T,1904234.85,Client_47
UTI001004247C14IFOWR9386JTUANFM,2619469.76,Client_408
UTI001189348S62G8KWV263O7WOEVJ7,3954615.53,Client_81
UTI00021938AWPWCJG4G866H2EXJ4IT,1000000.0,Client_239
UTI00062504N5VV7TQVF1SFG84PRWRB,9602038.45,Client_107
UTI00119625VVFJEBQ57YR9SWZXPM3E,7960676.88,Client_36
UTI00003023DH1TNHR4NLEZU6WVUS3V,7195383.22,Client_392
UTI00067687010C3IFFOT24CJFKZFCP,6974948.19,Client_257
UTI00117998ZS6ITBG4ZWEGHNX0C6R6,6550299.3,Client_77
UTI00017583ZRCUY7FU9ROU5WX9VAIZ,5048846.26,Unknown_Client
UTI00023499P6YL77RDW1OY00BTRWUH,1707673.89,Client_119
UTI000016103ZSGESKGEFUEWPCJAY11,2649729.26,Client_442
UTI00051901R3S6ZZJW4URSUUKVY86S,2115479.09,Client_308
UTI00104833QAK0EPG63M0LW39TC654,8884124.74,Client_281
UTI00013292GF7TXCR88WTXRPHQXLRN,1722902.78,Client_477
UTI00036032T42TLTX729NB5X2THIJB,868327.08,Client_315
UTI00099810NKF7IQ7OACTL592UFSES,7828367.45,Client_256
UTI00071709N8NDGW6SUXGAJW4IE7IW,8337552.23,Client_437
UTI00008947XD4SL56Z0X440VU6YBVN,8850474.97,Client_355
UTI00049016IAIQJH7ZZ5X0GNNS5GH6,8891719.57,Client_296
UTI00076534SJTBAVN3KEAENPF4EYD2,3171953.88,Client_140
UTI00057696Y51VGSF83KQRPCWEOTBC,144525.26,Client_201
UTI001288380LN8ZV32AA09CW2G4ART,2068937.64,Client_429
UTI00081262XW9DSJ8JDO7WBSJR14VY,9769554.75,Client_91
UTI00037286IE1HH0WRCX3G9L9B6Y35,6319040.09,Client_224
UTI00086084A93BD8VCIOKQVK1ULX6S,7230232.3,Client_242
UTI00054034V5O68S5XFCRQL0WPM7JL,4338045.49,Client_296
UTI001042466PT7FFWDE2U98WVKEQAH,666662.95,Client_475
UTI00063887FO4DW92S67O5VF7YDC1K,1770779.87,Client_183
UTI00055044XI8T02Q9BZP707YNBFAF,7207822.76,Client_367
UTI00026828PH6SPS8JTG6M6SYOXFJD,4477238.44,Client_66
UTI00000339CW75VI7LIG9GMYKVYGW2,2477801.03,Client_327
UTI00087903LFC4EDJGCMID0PXZ5JDN,9573835.81,Unknown_Client
UTI000370491PO8JRNB46G69SWWL1QC,1769116.18,Client_248
UTI00071173V7AMB9CY0E53FEYSUQNI,9613667.39,Client_344
UTI00090638NF3M1YZGG0KTM8DA7T5Y,4139559.94,Wrong_Client_444
UTI001252970YCA58SJG3EBSXOAT7ZW,8268414.74,Client_411
UTI000205164JK7V3X1JP5XPL9952UM,1000000.0,Client_182
UTI00079192V84ZMMDQMVNZIAG7AD65,2591549.91,Client_487
UTI00149607555B4JGE7SX4H0RT264X,5068935.34,Client_467
UTI000057944CWN6UDLL2QF34VTEBA8,7344699.05,Client_79
UTI00139329UZIGCYLQ8TCTSTS27MKZ,6825862.26,Client_297
UTI001325537TX1RDDVEGNM9Q0MW82B,1935458.45,Client_475
UTI000398976HIQGFJ4B1RGUW8AMYQA,8862252.96,Client_339
UTI000377292WZZ4A8GN9OVQ3MMR34Q,3480428.4,Client_496
UTI00000035X2EK3ZEZQACJ4T0SEKKB,6151947.73,Client_1
UTI00091229OMCXTRV0OJ6KTIB18H6Y,658624.36,Client_427
UTI00122388BCHXIOJ8ROXTFQONZR8Z,2082349.83,Client_495
UTI00048219I9GXPY5CUVDT8W6I2G3T,775653.18,Client_301
UTI00041654RK8C9KEZ2Z34NVXQVGH7,2663086.42,Client_220
UTI00103113YKHGP367IHXARRA48HAG,3949481.96,Client_90
UTI00044736FWG4X2DFALBY0UW5T8DE,9408227.38,Client_447
UTI00044643RKCNTDSW64L5BOBXKREZ,6460982.26,Client_73
UTI00009934YM2XVVUTYTUD3GFMADDP,803992.57,Client_369
UTI00135395RBI19TI9XFHG7FWZ6GUG,4473961.53,Client_102
UTI00139426L4VZKVF65TDS1XA2SZG0,3150654.33,Client_318
UTI00118965KOQRIIFQALS3YR1M0RCE,2897799.97,Client_431
UTI00061250A8ANOY503TCKZ493AMTJ,3791776.12,Client_311
UTI00138235S2WA0MTBX32H7LX8BA31,2690371.44,Client_71
UTI00087156K6HNVL8BQ75FULOICQPJ,8080108.98,Client_472
UTI00014336YMC7UKCEUXF5YI23AAA8,9675684.31,Client_153
UTI00025542DBIKBUQ791CAIU4VJ7W7,2258347.23,Client_90
UTI00108390XMI5YXEUIIL8RN24MTKQ,9032089.96,Client_342
UTI00021956H01C5BHH7ERQP7UMIBIA,6353393.9,Client_458
UTI00080077Q8P3Z23N1H0ZQONHDR0V,7180982.02,Client_157
UTI00129457VGEYZ0P257YYAX3HYX6Z,1328428.77,Client_416
UTI00136883EUDSYPHYJ5NUK1JU1TZK,3161522.14,Client_217
UTI000335310SGMGJ4LKFJ2ZA4FGAG1,8127326.57,Client_496
UTI00044987PWZXKBZ060TR6Q8VEIU0,6418708.9,Client_355
UTI00111341O9BRG7NDQOAXCZYISADA,4826687.24,Client_21
UTI00029317E5ZLU678NPHP25I4UDZY,6669253.58,Client_498
UTI00074750QMKV99UKYI4ULM5SH3JJ,6520561.61,Client_371
UTI00129044S4DA5RWFZBEH7NLSVBOD,5809200.34,Client_190
UTI001094383XW54ARM8Z7717C73WN5,6573804.77,Client_360
UTI00049347H6YL0DIIBD4V50EUGI3J,6157315.66,Client_450
UTI00006918DGUP50RYGC72A6S8UYZE,2640580.4,Client_26
UTI00141922KKIWVU2NBT93B00TFYUR,120156.68,Client_75
UTI00081984BMUN9DCASLIC4UHHDQZT,2138706.87,Client_310
UTI00127699KN7X63W48WPVIMHL9KZ4,7839204.97,Client_433
UTI000609067EI34O5QBL4NAV8TUML4,6868286.24,Client_431
UTI000118129696UYOMPWCWCJCQYIM3,9447537.38,Client_337
UTI00101385JCFCPSLYW6P726N7IJ8R,8065853.78,Client_300
UTI000525214RV6VX1FYD6KQYHRKVRN,7320529.84,Client_328
UTI00119024PN5X4XRJ1B6E2XUUGA6L,6079728.77,Client_243
UTI0011507416WS033NVX0YC9WYGKNT,3558843.87,Client_120
UTI001255884XEQ9H5M8WPW4NBK7ML9,2659675.33,Client_485
UTI00147937DKUY0ESPRFMNG9U76RC5,2679366.23,Client_84
UTI00125154CLICH331D391OTZZ3Q17,1195456.91,Client_383
UTI00087309ZNSDEAEDN1JBFWWUXNNP,5727264.22,Client_43
UTI00144256SN79NT12KTEWOJZXG293,7027165.04,Client_214
UTI000833495JG6Z8YB5CIHC8COP2AN,5028208.55,Client_68
UTI00094927G582270XFMNAEGEBYETX,8026257.66,Client_459
UTI00050189M19ZBVVILOD67SYK2JMC,4107951.8,Client_449
UTI00119166YK92FADK8LIMHMURGSDW,9093995.08,Client_161
UTI00110112MOP5DVRYX3BGTINVJF2H,7932976.19,Client_374
UTI00019189807WUILD0DWN3MPEX7GS,1959079.8,Client_212
UTI00039173WL82W5AJX7AUNDWZ5O2U,9252100.61,Client_470
UTI00004658W7CTXDHZ1VA4D7T8X5GK,5052922.22,Client_295
UTI00035196JJCJB1ZAHXOHO7KTDFAH,1966268.93,Client_314
UTI00135904JC82KWY9WTXBADOCNHF4,4125420.4,Client_500
UTI00148374WRQZ8EXNOYHFFBP3O5DT,5004663.81,Client_16
